uniqueID	sentence_distance	paragraph_distance	animacy	gm	prev_ref	chain_id	content	fineRefForm	six_ref_form	five_ref_form	four_ref_form	three_ref_form	two_ref_form	UPOS	argumentType	vntheta
wsj_1524_3_5_31	first_mention	first_mention	other	np-obj	first_mention	7547	specially equipped personal computers	indefsmo	dsm	dm	dm	d	nonp	ADV VERB ADJ NOUN		
wsj_1524_4_5_1	diff_sent	same_par	other	np-subj	description	7547	The computers	defs	d	d	d	d	nonp	DET NOUN	ARG2	
wsj_1524_5_2_5	diff_sent	different_par	other	np-subj	pronoun	7544	Lotus , Cambridge , Mass. ,	propmod	nm	nm	n	n	nonp	PROPN PROPN PROPN AUX AUX VERB	ARG1	
wsj_1524_5_6_21	diff_sent	first_mention	other	np-obj	first_mention	7548	the sale of the four - year - old unit	defsmo	dsm	dm	dm	d	nonp	DET NOUN ADP DET NUM NOUN ADJ NOUN ADP NOUN	ARG1	theme2
wsj_1524_5_3_21	diff_sent	different_par	other	np-obj	name	7545	the four - year - old unit	defsmo	dsm	dm	dm	d	nonp	DET NUM NOUN ADJ NOUN ADP NOUN		
wsj_1524_6_3_1	diff_sent	same_par	other	np-subj	description	7545	The business	defs	d	d	d	d	nonp	DET NOUN		NA NA
wsj_1524_6_2_7	diff_sent	same_par	other	subj-det	name	7544	Lotus 's	prop	n	n	n	n	nonp	PROPN PART		
wsj_1526_1_1_9	first_mention	first_mention	human	np-obj	first_mention	7550	two new directors	indefsmo	dsm	dm	dm	d	nonp	NUM ADJ NOUN	ARG2	predicate
wsj_1526_2_1_30	diff_sent	same_par	human	np-obj	description	7550	Gordon M. Sprenger , president and chief executive officer of LifeSpan	flmod	nm	nm	n	n	nonp	PROPN PROPN PROPN PROPN CCONJ ADJ ADJ NOUN ADP PROPN PROPN CCONJ PROPN PROPN PROPN NOUN CCONJ ADJ ADJ NOUN ADP PROPN PROPN PROPN		
wsj_1527_1_3_7	first_mention	first_mention	human	np-subj	first_mention	7553	Gerard E. Wood , 51 years old ,	flmod	nm	nm	n	n	nonp	PROPN PROPN PROPN NUM NOUN ADJ AUX VERB		
wsj_1527_2_3_0	diff_sent	same_par	human	np-subj	name	7553	He	p	p	p	p	p	p	PRON	ARG0	
wsj_1527_3_3_1	diff_sent	same_par	human	np-subj	pronoun	7553	Mr. Wood	titl	n	n	n	n	nonp	PROPN PROPN	ARG1	
wsj_1529_1_12_2	first_mention	first_mention	human	subj-det	first_mention	7557	Guillermo Ortiz 's	fl	n	n	n	n	nonp	PROPN PROPN PART		
wsj_1529_1_9_9	first_mention	first_mention	other	np-subj	first_mention	7567	Mexico	prop	n	n	n	n	nonp	PROPN		
wsj_1529_1_12_26	same_sent	same_par	human	subj-det	name	7557	his	p	p	p	p	p	p	PRON		
wsj_1529_1_9_28	same_sent	same_par	other	subj-det	name	7567	his government 's	defs	d	d	d	d	nonp	PRON NOUN PART		
wsj_1529_1_12_46	same_sent	same_par	human	subj-det	pronoun	7557	his	p	p	p	p	p	p	PRON		
wsj_1529_1_9_47	same_sent	same_par	other	np-obj	description	7567	his country	defs	d	d	d	d	nonp	PRON NOUN	ARG2	
wsj_1529_2_14_5	first_mention	first_mention	other	np-subj	first_mention	7558	The Mexico - United States Institute	prop	n	n	n	n	nonp	DET PROPN PROPN PROPN PROPN AUX	ARG1	
wsj_1529_2_9_17	diff_sent	same_par	other	subj-det	description	7567	Mexico 's	prop	n	n	n	n	nonp	PROPN PART		
wsj_1529_2_12_20	diff_sent	same_par	human	np-obj	pronoun	7557	Mexico 's undersecretary of finance	defsmo	dsm	dm	dm	d	nonp	PROPN PART NOUN ADP NOUN		
wsj_1529_2_12_22	same_sent	same_par	human	subj-det	description	7557	his	p	p	p	p	p	p	PRON		
wsj_1529_2_9_24	same_sent	same_par	other	subj-det	name	7567	his country 's	defs	d	d	d	d	nonp	PRON NOUN PART		
wsj_1529_3_15_3	diff_sent	first_mention	other	np-obj	first_mention	7559	that	distp	p	p	p	p	p	SCONJ	ARG1	topic
wsj_1529_4_9_13	diff_sent	different_par	other	np-subj	description	7567	the Mexican government	defsmo	dsm	dm	dm	d	nonp	DET ADJ NOUN	ARG0	
wsj_1529_4_16_20	first_mention	first_mention	other	np-obj	first_mention	7560	Mexicana de Aviacion	prop	n	n	n	n	nonp	PROPN PROPN PROPN	ARG1	
wsj_1529_4_12_24	diff_sent	different_par	human	np-subj	pronoun	7557	Mr. Ortiz	titl	n	n	n	n	nonp	PROPN PROPN	ARG0	agent
wsj_1529_5_12_4	diff_sent	same_par	human	np-subj	name	7557	he	p	p	p	p	p	p	PRON	ARG0	
wsj_1529_5_12_6	same_sent	same_par	human	np-obj	pronoun	7557	himself	reflp	p	p	p	p	p	PRON	ARG1	
wsj_1529_5_12_8	same_sent	same_par	human	np-subj	pronoun	7557	he	p	p	p	p	p	p	PRON	ARG0	
wsj_1529_5_9_12	diff_sent	same_par	other	np-subj	description	7567	the government	defs	d	d	d	d	nonp	DET NOUN	ARG0	
wsj_1529_5_16_23	diff_sent	same_par	other	np-obj	name	7560	the airline	defs	d	d	d	d	nonp	DET NOUN		
wsj_1529_6_10_3	first_mention	first_mention	other	np-subj	first_mention	7556	a company	indefs	d	d	d	d	nonp	DET NOUN		
wsj_1529_6_10_19	same_sent	same_par	other	np-obj	description	7556	it	p	p	p	p	p	p	PRON		
wsj_1529_7_9_5	diff_sent	same_par	other	np-subj	description	7567	the Mexican government	defsmo	dsm	dm	dm	d	nonp	DET ADJ NOUN	ARG0	Agent
wsj_1529_7_16_13	diff_sent	same_par	other	np-obj	description	7560	the airline	defs	d	d	d	d	nonp	DET NOUN		
wsj_1529_7_9_21	same_sent	same_par	other	subj-det	description	7567	its	p	p	p	p	p	p	PRON		
wsj_1529_7_9_28	same_sent	same_par	other	np-subj	pronoun	7567	it	p	p	p	p	p	p	PRON	ARG0	agent
wsj_1529_8_12_5	diff_sent	different_par	human	np-subj	pronoun	7557	Mr. Ortiz	titl	n	n	n	n	nonp	PROPN PROPN	ARG0	patient
wsj_1529_8_12_15	same_sent	same_par	human	np-subj	name	7557	he	p	p	p	p	p	p	PRON	ARG0	agent
wsj_1529_9_9_17	diff_sent	different_par	other	np-obj	pronoun	7567	Mexico	prop	n	n	n	n	nonp	PROPN		
wsj_1529_13_12_9	diff_sent	different_par	human	np-subj	pronoun	7557	Mr. Ortiz	titl	n	n	n	n	nonp	PROPN PROPN	ARG0	agent
wsj_1529_13_9_36	diff_sent	different_par	other	subj-det	name	7567	Mexico 's	prop	n	n	n	n	nonp	PROPN PART		
wsj_1529_16_4_5	first_mention	first_mention	human	np-subj	first_mention	7566	A long succession of Mexican presidents	indefl	dlm	dm	dm	d	nonp	DET ADJ NOUN ADP ADJ NOUN	ARG0	Agent
wsj_1529_16_4_10	same_sent	same_par	human	np-subj	description	7566	they	p	p	p	p	p	p	PRON	ARG0	agent
wsj_1529_17_16_6	diff_sent	different_par	other	np-subj	description	7560	Mexicana de Aviacion	prop	n	n	n	n	nonp	PROPN PROPN PROPN		
wsj_1529_17_9_16	diff_sent	different_par	other	np-subj	name	7567	Mexico	prop	n	n	n	n	nonp	PROPN	ARG0	experiencer
wsj_1529_18_18_7	diff_sent	first_mention	human	np-obj	first_mention	7562	Daniel James President Mexico - United States Institute	titl	n	n	n	n	nonp	PROPN PROPN PROPN PROPN PROPN PROPN PROPN		
wsj_1529_18_14_7	diff_sent	different_par	other	np-obj	name	7558	Mexico - United States Institute	prop	n	n	n	n	nonp	PROPN PROPN PROPN PROPN		
wsj_1530_1_14_8	first_mention	first_mention	other	np-obj	first_mention	7568	this Ponce , Puerto Rico concern	distsmo	dlm	dm	dm	d	nonp	DET NOUN PROPN PROPN NOUN VERB		
wsj_1530_1_15_7	first_mention	first_mention	other	np-obj	first_mention	7569	Puerto Rico	prop	n	n	n	n	nonp	PROPN PROPN		
wsj_1530_1_14_15	same_sent	same_par	other	subj-det	description	7568	its	p	p	p	p	p	p	PRON		
wsj_1530_1_16_25	first_mention	first_mention	other	np-obj	first_mention	7570	the third quarter	defsmo	dsm	dm	dm	d	nonp	DET ADJ NOUN		
wsj_1530_2_14_8	diff_sent	same_par	other	np-subj	pronoun	7568	The third - largest thrift institution in Puerto Rico	defl	dlm	dm	dm	d	nonp	DET ADJ ADJ NOUN NOUN ADP PROPN PROPN ADV	ARG0	agent
wsj_1530_2_15_8	diff_sent	same_par	other	np-obj	name	7569	Puerto Rico	prop	n	n	n	n	nonp	PROPN PROPN		
wsj_1530_2_14_12	same_sent	same_par	other	np-subj	description	7568	it	p	p	p	p	p	p	PRON	ARG0	experiencer
wsj_1530_2_16_29	diff_sent	same_par	other	np-obj	description	7570	the third quarter when it reports operating results *T*-1 this week	defl	dlm	dm	dm	d	nonp	DET ADJ NOUN ADV PRON VERB VERB NOUN DET NOUN		
wsj_1530_2_14_23	same_sent	same_par	other	np-subj	pronoun	7568	it	p	p	p	p	p	p	PRON	ARG0	
wsj_1530_3_14_1	diff_sent	same_par	other	np-subj	pronoun	7568	Ponce Federal	prop	n	n	n	n	nonp	PROPN PROPN	ARG0	agent
wsj_1532_1_15_3	first_mention	first_mention	other	np-subj	first_mention	7573	Whittle Communications Limited Partnership	prop	n	n	n	n	nonp	PROPN PROPN PROPN PROPN		
wsj_1532_1_16_17	first_mention	first_mention	other	np-obj	first_mention	7574	its first media property targeting Hispanic women	defl	dlm	dm	dm	d	nonp	PRON ADJ NOUN NOUN VERB ADJ NOUN		theme
wsj_1532_1_15_11	same_sent	same_par	other	subj-det	name	7573	its	p	p	p	p	p	p	PRON		
wsj_1532_2_16_11	diff_sent	different_par	other	np-subj	description	7574	`` La Familia de Hoy , '' or `` Today 's Family	prop	n	n	n	n	nonp	SYM PROPN PROPN PROPN PROPN CCONJ SYM NOUN PART NOUN AUX VERB		NA agent
wsj_1532_2_19_24	first_mention	first_mention	other	np-obj	first_mention	7577	a national bimonthly magazine	indefsmo	dsm	dm	dm	d	nonp	DET ADJ ADJ NOUN		
wsj_1532_3_16_6	diff_sent	different_par	other	np-obj	name	7574	La Familia	prop	n	n	n	n	nonp	PROPN PROPN		
wsj_1532_3_20_16	first_mention	first_mention	other	np-obj	first_mention	7578	two - minute informational features	indefsmo	dsm	dm	dm	d	nonp	NUM NOUN ADJ NOUN ADP		
wsj_1532_4_20_1	diff_sent	different_par	other	np-subj	description	7578	The features	defs	d	d	d	d	nonp	DET NOUN		experiencer Agent
wsj_1532_5_19_7	diff_sent	different_par	other	np-subj	description	7577	The magazines , also ad - supported ,	defl	dlm	dm	dm	d	nonp	DET NOUN ADV NOUN VERB AUX AUX VERB		
wsj_1533_1_16_2	first_mention	first_mention	other	np-subj	first_mention	7579	WEIRTON STEEL Corp.	prop	n	n	n	n	nonp	ADP PROPN PROPN	ARG0	agent
wsj_1533_1_16_5	same_sent	same_par	other	np-subj	name	7579	it	p	p	p	p	p	p	PRON	ARG0	agent
wsj_1533_1_19_17	first_mention	first_mention	other	np-obj	first_mention	7582	10 - year notes	indefsmo	dsm	dm	dm	d	nonp	NUM NOUN NOUN DET		
wsj_1533_1_16_30	same_sent	same_par	other	np-obj	pronoun	7579	the company	defs	d	d	d	d	nonp	DET NOUN		
wsj_1533_1_18_34	first_mention	first_mention	other	np-obj	first_mention	7581	National Steel Corp	prop	n	n	n	n	nonp	PROPN PROPN PROPN		
wsj_1533_2_19_4	diff_sent	same_par	other	np-subj	description	7582	The 10 7/8 % notes	defsmo	dsm	dm	dm	d	nonp	DET NUM NUM SYM NOUN		
wsj_1533_2_16_39	diff_sent	same_par	other	np-subj	description	7579	the company	defs	d	d	d	d	nonp	DET NOUN	ARG0	agent
wsj_1533_3_16_7	diff_sent	same_par	other	np-subj	description	7579	Weirton , of Weirton , W. Va. ,	prop	n	n	n	n	nonp	PROPN ADP PROPN PROPN PROPN VERB SYM NUM	ARG0	agent
wsj_1533_3_18_39	diff_sent	same_par	other	np-obj	name	7581	National Steel	prop	n	n	n	n	nonp	PROPN PROPN		
wsj_1533_4_16_15	diff_sent	same_par	other	subj-det	name	7579	the company 's	defs	d	d	d	d	nonp	DET NOUN PART		
wsj_1534_1_18_2	first_mention	first_mention	other	np-subj	first_mention	7586	Lep Group PLC	prop	n	n	n	n	nonp	PROPN PROPN PROPN		
wsj_1534_1_19_16	first_mention	first_mention	other	np-obj	first_mention	7587	Profit Systems Inc.	prop	n	n	n	n	nonp	PROPN PROPN PROPN		
wsj_1534_1_18_20	same_sent	same_par	other	np-subj	name	7586	it	p	p	p	p	p	p	PRON	ARG0	agent
wsj_1534_1_18_31	same_sent	same_par	other	subj-det	pronoun	7586	its	p	p	p	p	p	p	PRON	ARG0	theme1
wsj_1534_1_19_39	same_sent	same_par	other	np-obj	name	7587	the company	defs	d	d	d	d	nonp	DET NOUN		
wsj_1534_2_20_8	first_mention	first_mention	other	np-obj	first_mention	7588	a filing with the Securities and Exchange Commission	indefl	dlm	dm	dm	d	nonp	DET NOUN ADP DET PROPN CCONJ PROPN PROPN		
wsj_1534_2_18_11	diff_sent	different_par	other	np-subj	pronoun	7586	Lep Group	prop	n	n	n	n	nonp	PROPN PROPN	ARG0	agent
wsj_1534_2_19_29	diff_sent	different_par	other	np-obj	description	7587	Profit Systems	prop	n	n	n	n	nonp	PROPN PROPN		
wsj_1534_2_18_32	same_sent	same_par	other	np-subj	name	7586	it	p	p	p	p	p	p	PRON	ARG0	theme1
wsj_1534_3_18_0	diff_sent	same_par	other	np-subj	pronoun	7586	It	p	p	p	p	p	p	PRON	ARG0	experiencer
wsj_1534_3_18_6	same_sent	same_par	other	np-subj	pronoun	7586	it	p	p	p	p	p	p	PRON	ARG0	agent
wsj_1534_4_18_1	diff_sent	different_par	other	np-subj	pronoun	7586	Lep Group	prop	n	n	n	n	nonp	PROPN PROPN		
wsj_1534_4_19_8	diff_sent	different_par	other	np-obj	name	7587	Profit Systems	prop	n	n	n	n	nonp	PROPN PROPN		
wsj_1534_4_20_17	diff_sent	different_par	other	np-subj	description	7588	the filing	defs	d	d	d	d	nonp	DET NOUN	ARG0	agent
wsj_1534_5_19_7	diff_sent	same_par	other	np-subj	name	7587	Profit Systems , Valley Stream , N.Y. ,	propmod	nm	nm	n	n	nonp	PROPN PROPN PROPN PROPN PROPN AUX DET NOUN	ARG1	
wsj_1535_1_2_10	first_mention	first_mention	other	np-obj	first_mention	7590	September	prop	n	n	n	n	nonp	PROPN		
wsj_1535_1_4_20	first_mention	first_mention	other	np-subj	first_mention	7592	the Treasury Department	defsmo	dsm	dm	dm	d	nonp	DET PROPN PROPN	ARG0	agent
wsj_1535_2_3_1	diff_sent	first_mention	other	np-subj	first_mention	7591	The gain	defs	d	d	d	d	nonp	DET NOUN	ARG1	patient1
wsj_1535_2_4_22	diff_sent	different_par	other	np-subj	description	7592	the department	defs	d	d	d	d	nonp	DET NOUN	ARG0	agent
wsj_1535_3_5_17	first_mention	first_mention	other	np-obj	first_mention	7593	the International Monetary Fund	prop	n	n	n	n	nonp	DET PROPN PROPN PROPN		
wsj_1535_3_10_34	first_mention	first_mention	other	np-obj	first_mention	7589	the U.S. reserve position -- its ability *PRO* to draw foreign currencies	defl	dlm	dm	dm	d	nonp	DET PROPN NOUN NOUN PRON NOUN PART VERB ADJ NOUN ADP DET NOUN		
wsj_1535_3_7_24	first_mention	first_mention	other	subj-det	first_mention	7595	its	p	p	p	p	p	p	PRON		
wsj_1535_3_5_34	same_sent	same_par	other	np-obj	name	7593	the IMF	prop	n	n	n	n	nonp	DET NOUN		
wsj_1535_4_2_13	diff_sent	different_par	other	np-obj	name	7590	September	prop	n	n	n	n	nonp	PROPN		
wsj_1535_5_5_3	diff_sent	different_par	other	np-obj	name	7593	IMF	prop	n	n	n	n	nonp	PROPN		
wsj_1535_5_2_8	diff_sent	different_par	other	np-obj	name	7590	last month	defsmo	dsm	dm	dm	d	nonp	ADJ NOUN	ARGM-TMP	
wsj_1535_5_10_27	diff_sent	different_par	other	np-subj	description	7589	its reserve position at the IMF	defl	dlm	dm	dm	d	nonp	PRON NOUN NOUN ADP DET PROPN	ARG1	patient
wsj_1535_5_5_27	same_sent	same_par	other	np-obj	name	7593	the IMF	prop	n	n	n	n	nonp	DET PROPN		
wsj_1536_1_24_3	first_mention	first_mention	other	np-subj	first_mention	7598	Alusuisse of America Inc.	prop	n	n	n	n	nonp	NOUN ADP PROPN PROPN	ARG0	experiencer
wsj_1536_1_25_12	first_mention	first_mention	other	np-obj	first_mention	7599	its Consolidated Aluminum Corp. subsidiary	defsmo	dsm	dm	dm	d	nonp	PRON VERB PROPN PROPN ADJ	ARG1	theme
wsj_1536_1_24_8	same_sent	same_par	other	subj-det	name	7598	its	p	p	p	p	p	p	PRON		
wsj_1536_1_24_16	same_sent	same_par	other	subj-det	pronoun	7598	its	p	p	p	p	p	p	PRON		
wsj_1536_2_24_5	diff_sent	different_par	other	np-subj	pronoun	7598	Alusuisse , of New York ,	propmod	nm	nm	n	n	nonp	ADV ADP PROPN PROPN VERB PART	ARG0	
wsj_1536_2_24_12	same_sent	same_par	other	np-subj	name	7598	it	p	p	p	p	p	p	PRON	ARG0	experiencer
wsj_1536_2_25_20	diff_sent	different_par	other	np-obj	description	7599	the unit	defs	d	d	d	d	nonp	DET NOUN		
wsj_1536_2_24_23	same_sent	same_par	other	np-subj	pronoun	7598	the company	defs	d	d	d	d	nonp	DET NOUN	ARG0	agent
wsj_1536_3_24_0	diff_sent	same_par	other	np-subj	description	7598	Alusuisse	prop	n	n	n	n	nonp	PRON	ARG1	
wsj_1536_4_25_12	diff_sent	different_par	other	np-subj	description	7599	Consolidated , which *T*-1 had 1988 revenue of $ 400 million *U* ,	prop	n	n	n	n	nonp	VERB PRON VERB NUM NOUN ADP SYM NUM NUM VERB NOUN		NA NA
wsj_1536_4_25_20	same_sent	same_par	other	subj-det	name	7599	its	p	p	p	p	p	p	PRON		
wsj_1537_1_3_2	first_mention	first_mention	other	np-subj	first_mention	7602	Manhattan National Corp.	prop	n	n	n	n	nonp	PROPN PROPN PROPN	ARG0	agent
wsj_1537_1_2_14	first_mention	first_mention	human	np-subj	first_mention	7601	Michael A. Conway , president and chief executive officer ,	flmod	nm	nm	n	n	nonp	PROPN PROPN PROPN PROPN CCONJ ADJ ADJ NOUN AUX VERB		
wsj_1537_1_3_25	same_sent	same_par	other	subj-det	name	7602	the holding company 's	defsmo	dsm	dm	dm	d	nonp	DET NOUN NOUN PART		
wsj_1537_2_2_0	diff_sent	different_par	human	np-subj	name	7601	He	p	p	p	p	p	p	PRON	ARG0	
wsj_1537_2_3_18	diff_sent	different_par	other	np-subj	description	7602	the company	defs	d	d	d	d	nonp	DET NOUN	ARG0	agent
wsj_1537_3_2_6	diff_sent	different_par	human	np-subj	pronoun	7601	Mr. Conway , 42 years old ,	flmod	nm	nm	n	n	nonp	PROPN PROPN NUM NOUN ADJ AUX VERB		
wsj_1537_3_6_32	first_mention	first_mention	other	np-obj	first_mention	7605	Manhattan National Life Insurance Co	prop	n	n	n	n	nonp	PROPN PROPN PROPN PROPN PROPN		
wsj_1537_4_3_9	diff_sent	different_par	other	np-obj	description	7602	the holding company	defsmo	dsm	dm	dm	d	nonp	DET NOUN NOUN		
wsj_1537_4_6_19	diff_sent	different_par	other	np-obj	name	7605	Manhattan National Life Insurance Co	prop	n	n	n	n	nonp	PROPN PROPN PROPN PROPN PROPN		
wsj_1537_5_2_1	diff_sent	different_par	human	np-subj	name	7601	Mr. Conway	titl	n	n	n	n	nonp	PROPN PROPN	ARG1	
wsj_1537_5_8_18	first_mention	first_mention	other	np-obj	first_mention	7607	Union Central Life Insurance Co. , of Cincinnati	propmod	nm	nm	n	n	nonp	PROPN PROPN PROPN PROPN PROPN ADP PROPN ADP		
wsj_1537_5_8_25	same_sent	same_par	other	np-subj	name	7607	Union Central	prop	n	n	n	n	nonp	PROPN PROPN	ARG0	Agent
wsj_1537_5_3_34	diff_sent	different_par	other	np-obj	description	7602	Manhattan National Corp	prop	n	n	n	n	nonp	PROPN PROPN PROPN		
wsj_1537_6_2_0	diff_sent	same_par	human	np-subj	name	7601	He	p	p	p	p	p	p	PRON	ARG0	
wsj_1537_6_8_7	diff_sent	same_par	other	np-obj	name	7607	Central Life	prop	n	n	n	n	nonp	PROPN PROPN		
wsj_1542_1_6_4	first_mention	first_mention	other	np-subj	first_mention	7612	The Food and Drug Administration	prop	n	n	n	n	nonp	DET NOUN CCONJ NOUN NOUN	ARG0	agent
wsj_1542_1_7_10	first_mention	first_mention	other	np-subj	first_mention	7613	American Home Products Corp.	prop	n	n	n	n	nonp	PROPN PROPN PROPN PROPN	ARG0	actor1
wsj_1542_1_9_31	first_mention	first_mention	other	np-obj	first_mention	7615	certain generic drugs that *T*-2 were produced *-1 by its Quantum Pharmics	indefl	dlm	dm	dm	d	nonp	ADJ ADJ NOUN PRON AUX VERB ADP PRON PROPN PROPN NOUN ADP PROPN PROPN	ARG1	theme
wsj_1542_1_7_24	same_sent	same_par	other	subj-det	name	7613	its	p	p	p	p	p	p	PRON		
wsj_1542_1_8_31	first_mention	first_mention	other	np-obj	first_mention	7614	its Quantum Pharmics unit in Amityville , N.Y	defl	dlm	dm	dm	d	nonp	PRON PROPN PROPN NOUN ADP PROPN PROPN		
wsj_1542_2_8_0	diff_sent	different_par	other	np-subj	description	7614	Quantum	prop	n	n	n	n	nonp	PROPN		agent agent
wsj_1542_2_9_4	diff_sent	different_par	other	np-obj	description	7615	the drugs	defs	d	d	d	d	nonp	DET NOUN	ARG1	theme
wsj_1542_2_10_6	first_mention	first_mention	other	np-obj	first_mention	7608	last month	defsmo	dsm	dm	dm	d	nonp	ADJ NOUN	ARGM-TMP	
wsj_1542_2_8_16	same_sent	same_par	other	np-subj	name	7614	the company	defs	d	d	d	d	nonp	DET NOUN	ARG0	agent
wsj_1542_3_6_1	diff_sent	different_par	other	np-subj	name	7612	The FDA	defs	d	d	d	d	nonp	DET PROPN	ARG0	
wsj_1542_3_8_7	diff_sent	different_par	other	subj-det	description	7614	Quantum 's	prop	n	n	n	n	nonp	PROPN PART		
wsj_1542_3_9_17	diff_sent	different_par	other	np-obj	description	7615	Quantum 's mioxidil tablets , chlorazepate dipotassium tablets and	defl	dlm	dm	dm	d	nonp	PROPN PART NOUN NOUN ADJ NOUN NOUN CCONJ ADJ NOUN NOUN SCONJ		
wsj_1542_3_6_20	same_sent	same_par	other	np-subj	description	7612	it	p	p	p	p	p	p	PRON	ARG0	agent
wsj_1542_3_6_38	same_sent	same_par	other	np-obj	pronoun	7612	FDA	prop	n	n	n	n	nonp	PROPN		
wsj_1542_4_7_9	diff_sent	different_par	other	np-subj	pronoun	7613	American Home Products , based * in New York ,	propmod	nm	nm	n	n	nonp	ADJ NOUN NOUN VERB ADP PROPN PROPN VERB PART	ARG0	actor1
wsj_1542_4_4_24	first_mention	first_mention	other	np-obj	first_mention	7610	four other products , trazadone , doxepin , diazepam and lorazapam	indefl	dlm	dm	dm	d	nonp	NUM ADJ NOUN NOUN NOUN NOUN CCONJ NOUN ADP ADP NOUN	ARG1	theme
wsj_1542_4_4_34	same_sent	same_par	other	subj-det	description	7610	their	p	p	p	p	p	p	PRON		
wsj_1542_4_6_40	diff_sent	different_par	other	np-obj	name	7612	the FDA	defs	d	d	d	d	nonp	DET NOUN		
wsj_1542_5_4_5	diff_sent	different_par	other	np-obj	pronoun	7610	the products	defs	d	d	d	d	nonp	DET NOUN		
wsj_1542_5_6_11	diff_sent	different_par	other	np-subj	description	7612	the FDA	defs	d	d	d	d	nonp	DET PROPN	ARG0	agent
wsj_1542_6_6_1	diff_sent	same_par	other	np-obj	description	7612	FDA	prop	n	n	n	n	nonp	PROPN		
wsj_1542_6_9_6	diff_sent	different_par	other	np-subj	description	7615	the drugs	defs	d	d	d	d	nonp	DET NOUN	ARG1	
wsj_1542_7_10_1	diff_sent	different_par	other	np-obj	description	7608	Last month	defs	d	d	d	d	nonp	ADJ NOUN	ARGM-TMP	
wsj_1542_7_7_5	diff_sent	different_par	other	np-subj	name	7613	American Home Products	prop	n	n	n	n	nonp	PROPN PROPN PROPN	ARG0	agent
wsj_1542_7_7_8	same_sent	same_par	other	np-subj	name	7613	it	p	p	p	p	p	p	PRON	ARG0	
wsj_1542_7_8_19	diff_sent	different_par	other	subj-det	name	7614	Quantum 's	prop	n	n	n	n	nonp	PROPN PART		
wsj_1542_8_7_0	diff_sent	same_par	other	np-subj	pronoun	7613	It	p	p	p	p	p	p	PRON	ARG0	agent
wsj_1542_8_8_4	diff_sent	same_par	other	np-obj	name	7614	Quantum	prop	n	n	n	n	nonp	NOUN	ARG1	patient
wsj_1542_8_6_17	diff_sent	different_par	other	subj-det	name	7612	the FDA 's	defs	d	d	d	d	nonp	DET PROPN PART	ARG0	agent
wsj_1542_9_7_10	diff_sent	different_par	other	np-subj	pronoun	7613	American Home Products	prop	n	n	n	n	nonp	PROPN PROPN PROPN	ARG1	
wsj_1544_1_11_4	first_mention	first_mention	human	np-subj	first_mention	7617	Four former Cordis Corp. officials	indefl	dlm	dm	dm	d	nonp	NUM ADJ PROPN PROPN NOUN		
wsj_1544_1_8_3	first_mention	first_mention	other	np-obj	first_mention	7621	Cordis Corp.	prop	n	n	n	n	nonp	PROPN PROPN		
wsj_1544_1_8_19	same_sent	same_par	other	subj-det	name	7621	the Miami - based company 's	defsmo	dsm	dm	dm	d	nonp	DET PROPN VERB NOUN PART NOUN	ARG0	
wsj_1544_1_10_17	first_mention	first_mention	other	np-obj	first_mention	7616	Miami - based	prop	n	n	n	n	nonp	PROPN VERB NOUN		
wsj_1544_1_14_22	first_mention	first_mention	other	np-obj	first_mention	7620	pacemakers	indefs	d	d	d	d	nonp	NOUN		
wsj_1544_2_10_6	diff_sent	different_par	other	np-obj	name	7616	Miami	prop	n	n	n	n	nonp	PROPN		
wsj_1544_2_11_38	diff_sent	different_par	human	np-obj	description	7617	""Harold Hershhenson , a former executive vice president ; John Pagones , a""	flmod	nm	nm	n	n	nonp	PROPN PROPN DET ADJ ADJ NOUN NOUN PROPN PROPN DET ADJ NOUN NOUN CCONJ PROPN PROPN CCONJ PROPN PROPN PRON AUX AUX NOUN ADP PROPN		
wsj_1544_2_8_38	diff_sent	different_par	other	np-obj	description	7621	Cordis	prop	n	n	n	n	nonp	PROPN		
wsj_1544_3_8_11	diff_sent	different_par	other	np-subj	name	7621	Cordis , a maker of medical devices ,	propmod	nm	nm	n	n	nonp	PROPN DET NOUN ADP ADJ NOUN VERB PART	ARG0	actor1
wsj_1544_3_14_26	diff_sent	different_par	other	np-obj	description	7620	the pacemakers	defs	d	d	d	d	nonp	DET NOUN		
wsj_1544_4_8_0	diff_sent	same_par	other	np-subj	name	7621	Cordis	prop	n	n	n	n	nonp	AUX	ARG0	agent
wsj_1544_4_8_2	same_sent	same_par	other	subj-det	name	7621	its	p	p	p	p	p	p	PRON		
wsj_1545_2_10_11	first_mention	first_mention	other	np-obj	first_mention	7623	Torstar Corp. 's Toronto Star	defsmo	dsm	dm	dm	d	nonp	PROPN PROPN PART PROPN PROPN		
wsj_1545_2_11_16	first_mention	first_mention	other	np-obj	first_mention	7624	a tentative contract agreement	indefsmo	dsm	dm	dm	d	nonp	DET ADJ NOUN NOUN	ARG1	destination
wsj_1545_2_10_31	same_sent	same_par	other	np-obj	description	7623	Canada 's largest daily newspaper	defsmo	dsm	dm	dm	d	nonp	PROPN PART ADJ ADJ NOUN		
wsj_1545_3_11_15	diff_sent	same_par	other	np-obj	description	7624	the pact	defs	d	d	d	d	nonp	DET NOUN		
wsj_1545_4_9_2	first_mention	first_mention	other	np-subj	first_mention	7625	Four other unions	indefsmo	dsm	dm	dm	d	nonp	NUM ADJ NOUN		
